,event_date,dimension,dimension_value,views,likes,messages_received,messages_sent,users_received,users_sent
521,2023-07-12,age,44,8495,1932,8,96,5,33
522,2023-07-12,age,45,6778,1466,7,121,2,37
523,2023-07-12,age,46,6066,1343,3,99,2,45
524,2023-07-12,age,47,5297,1205,3,50,2,17
525,2023-07-12,age,48,4574,999,0,77,0,19
526,2023-07-12,age,49,4701,1027,0,51,0,17
527,2023-07-12,age,50,4121,960,1,85,1,26
528,2023-07-12,age,51,3645,835,0,34,0,12
529,2023-07-12,age,52,3164,684,0,23,0,10
530,2023-07-12,age,53,1984,456,0,23,0,6
531,2023-07-12,age,54,2937,633,0,27,0,10
532,2023-07-12,age,55,1703,350,0,57,0,18
533,2023-07-12,age,56,1287,275,0,12,0,2
534,2023-07-12,age,57,1517,339,0,36,0,11
535,2023-07-12,age,58,896,189,0,42,0,10
536,2023-07-12,age,59,1028,281,0,11,0,4
537,2023-07-12,age,60,492,121,0,7,0,2
538,2023-07-12,age,61,630,147,0,17,0,6
539,2023-07-12,age,62,919,213,0,6,0,2
540,2023-07-12,age,63,668,164,0,8,0,3
541,2023-07-12,age,64,433,94,0,12,0,4
542,2023-07-12,age,65,405,97,0,0,0,0
543,2023-07-12,age,66,312,71,0,12,0,4
544,2023-07-12,age,67,169,37,0,4,0,2
545,2023-07-12,age,68,369,73,0,0,0,0
546,2023-07-12,age,69,40,8,0,0,0,0
547,2023-07-12,age,70,88,18,0,0,0,0
548,2023-07-12,age,71,57,11,0,0,0,0
549,2023-07-12,age,72,66,15,0,0,0,0
550,2023-07-12,age,73,66,11,0,0,0,0
551,2023-07-12,age,74,26,2,0,0,0,0
552,2023-07-12,age,75,0,0,0,6,0,2
553,2023-07-12,age,76,88,13,0,5,0,2
554,2023-07-12,age,78,0,0,0,3,0,1
555,2023-07-12,age,79,2,0,0,0,0,0
556,2023-07-12,age,81,56,9,0,0,0,0
557,2023-07-12,age,82,15,2,0,0,0,0
558,2023-07-12,age,84,48,18,0,0,0,0
559,2023-07-12,age,87,39,14,0,0,0,0
560,2023-07-13,os,Android,462405,98742,7231,8285,6100,6323
561,2023-07-13,os,iOS,251764,54270,5660,4606,3777,3554
562,2023-07-13,gender,0,314940,67433,5080,5805,4356,4521
563,2023-07-13,gender,1,399229,85579,7811,7086,5521,5356
564,2023-07-13,age,14,10705,2300,71,273,66,109
565,2023-07-13,age,15,23142,4889,543,436,304,298
566,2023-07-13,age,16,28567,5931,328,509,289,461
567,2023-07-13,age,17,32986,7040,509,692,484,665
568,2023-07-13,age,18,40951,8664,611,528,509,498
569,2023-07-13,age,19,40035,8530,835,912,791,883
570,2023-07-13,age,20,45633,9598,771,824,729,802
571,2023-07-13,age,21,43753,9259,736,730,706,710
572,2023-07-13,age,22,38774,8445,1075,899,988,866
573,2023-07-13,age,23,34929,7471,639,576,620,560
574,2023-07-13,age,24,30070,6374,806,464,593,452
575,2023-07-13,age,25,26301,5648,608,533,576,515
576,2023-07-13,age,26,23325,5053,1366,392,644,380
577,2023-07-13,age,27,20189,4456,350,355,330,344
578,2023-07-13,age,28,18904,4027,542,309,301,295
579,2023-07-13,age,29,17679,3762,306,297,286,280
580,2023-07-13,age,30,17085,3787,214,262,194,250
581,2023-07-13,age,31,17063,3735,195,258,184,235
582,2023-07-13,age,32,15480,3386,687,303,365,245
583,2023-07-13,age,33,14373,3100,222,256,192,113
584,2023-07-13,age,34,14827,3234,164,224,107,62
585,2023-07-13,age,35,14053,3151,101,298,94,71
586,2023-07-13,age,36,13543,2991,70,254,65,75
587,2023-07-13,age,37,12036,2466,77,250,67,69
588,2023-07-13,age,38,11234,2443,195,238,102,72
589,2023-07-13,age,39,11022,2395,20,199,19,64
590,2023-07-13,age,40,10085,2151,19,125,17,35
591,2023-07-13,age,41,10261,2228,22,143,16,40
592,2023-07-13,age,42,8311,1681,7,169,6,46
593,2023-07-13,age,43,7084,1555,12,159,10,46
594,2023-07-13,age,44,6664,1462,17,180,10,45
595,2023-07-13,age,45,6250,1255,4,106,3,31
596,2023-07-13,age,46,5484,1093,2,131,1,74
597,2023-07-13,age,47,5633,1139,4,66,2,21
598,2023-07-13,age,48,4641,1024,411,45,77,16
599,2023-07-13,age,49,4597,1072,3,113,2,30
600,2023-07-13,age,50,4642,973,0,42,0,15
601,2023-07-13,age,51,2757,626,0,23,0,8
602,2023-07-13,age,52,2632,560,0,48,0,16
603,2023-07-13,age,53,2986,630,0,22,0,8
604,2023-07-13,age,54,2880,634,223,58,66,16
605,2023-07-13,age,55,2202,491,0,38,0,11
606,2023-07-13,age,56,1795,381,0,0,0,0
607,2023-07-13,age,57,1710,395,126,32,62,7
608,2023-07-13,age,58,1026,202,0,20,0,6
609,2023-07-13,age,59,862,188,0,36,0,9
610,2023-07-13,age,60,680,141,0,0,0,0
611,2023-07-13,age,61,494,119,0,11,0,4
612,2023-07-13,age,62,468,100,0,8,0,2
613,2023-07-13,age,63,674,162,0,8,0,2
614,2023-07-13,age,64,652,141,0,7,0,2
615,2023-07-13,age,65,340,70,0,12,0,4
616,2023-07-13,age,66,337,81,0,2,0,2
617,2023-07-13,age,67,207,49,0,7,0,3
618,2023-07-13,age,68,158,29,0,0,0,0
619,2023-07-13,age,69,49,16,0,0,0,0
620,2023-07-13,age,70,256,71,0,0,0,0
621,2023-07-13,age,71,66,12,0,0,0,0
622,2023-07-13,age,72,261,59,0,0,0,0
623,2023-07-13,age,73,44,6,0,0,0,0
624,2023-07-13,age,74,73,21,0,0,0,0
625,2023-07-13,age,75,63,14,0,0,0,0
626,2023-07-13,age,76,0,0,0,3,0,2
627,2023-07-13,age,77,48,10,0,0,0,0
628,2023-07-13,age,78,31,12,0,6,0,2
629,2023-07-13,age,79,47,14,0,0,0,0
630,2023-07-13,age,84,60,10,0,0,0,0
631,2023-07-14,os,Android,475780,104407,8642,8170,6732,6547
632,2023-07-14,os,iOS,257449,56403,4258,4730,3595,3780
633,2023-07-14,gender,0,325491,71730,5384,5726,4477,4582
634,2023-07-14,gender,1,407738,89080,7516,7174,5850,5745
635,2023-07-14,age,14,11937,2634,198,205,135,81
636,2023-07-14,age,15,23604,5141,131,351,121,224
637,2023-07-14,age,16,30364,6594,330,558,305,494
638,2023-07-14,age,17,35014,7838,585,509,481,488
639,2023-07-14,age,18,42788,9428,559,771,534,733
640,2023-07-14,age,19,43376,9529,714,630,633,614
641,2023-07-14,age,20,43256,9426,859,895,805,872
642,2023-07-14,age,21,45174,9948,1034,801,909,774
643,2023-07-14,age,22,42128,9265,1081,756,890,739
644,2023-07-14,age,23,37182,8245,1500,727,993,710
645,2023-07-14,age,24,28762,6382,777,486,626,475
646,2023-07-14,age,25,25232,5611,563,386,485,375
647,2023-07-14,age,26,22803,4852,461,438,447,431
648,2023-07-14,age,27,19705,4348,497,359,378,347
649,2023-07-14,age,28,19473,4110,455,408,441,398
650,2023-07-14,age,29,19197,4279,245,217,208,209
651,2023-07-14,age,30,16086,3512,251,284,241,272
652,2023-07-14,age,31,16012,3586,585,281,334,265
653,2023-07-14,age,32,16144,3481,268,261,225,216
654,2023-07-14,age,33,15762,3325,133,268,122,137
655,2023-07-14,age,34,16813,3692,348,204,227,102
656,2023-07-14,age,35,15035,3355,97,229,91,92
657,2023-07-14,age,36,14107,3048,137,332,113,133
658,2023-07-14,age,37,11564,2452,127,255,97,105
659,2023-07-14,age,38,11833,2487,296,280,134,123
660,2023-07-14,age,39,10750,2354,33,106,27,51
661,2023-07-14,age,40,10298,2217,35,236,28,104
662,2023-07-14,age,41,8488,1919,149,180,71,72
663,2023-07-14,age,42,7557,1612,25,168,20,75
664,2023-07-14,age,43,8857,1971,0,137,0,55
665,2023-07-14,age,44,6782,1505,2,130,2,57
666,2023-07-14,age,45,7726,1708,136,175,73,78
667,2023-07-14,age,46,6053,1308,2,98,2,75
668,2023-07-14,age,47,4808,1047,2,128,2,58
669,2023-07-14,age,48,5282,1112,166,89,65,45
670,2023-07-14,age,49,4703,1073,0,67,0,30
671,2023-07-14,age,50,3665,809,0,70,0,31
672,2023-07-14,age,51,3233,755,0,43,0,19
673,2023-07-14,age,52,2610,581,2,52,1,26
674,2023-07-14,age,53,2653,568,0,26,0,14
675,2023-07-14,age,54,2269,494,0,25,0,12
676,2023-07-14,age,55,2474,555,4,44,1,19
677,2023-07-14,age,56,2107,460,1,56,1,23
678,2023-07-14,age,57,1519,340,0,32,0,13
679,2023-07-14,age,58,1510,343,112,41,59,17
680,2023-07-14,age,59,1152,258,0,44,0,21
681,2023-07-14,age,60,693,162,0,9,0,4
682,2023-07-14,age,61,692,158,0,11,0,4
683,2023-07-14,age,62,919,219,0,0,0,0
684,2023-07-14,age,63,730,166,0,0,0,0
685,2023-07-14,age,64,344,82,0,12,0,4
686,2023-07-14,age,65,484,98,0,0,0,0
687,2023-07-14,age,66,173,46,0,6,0,2
688,2023-07-14,age,67,427,118,0,0,0,0
689,2023-07-14,age,68,59,17,0,0,0,0
690,2023-07-14,age,69,201,36,0,0,0,0
691,2023-07-14,age,70,398,96,0,0,0,0
692,2023-07-14,age,72,0,0,0,10,0,3
693,2023-07-14,age,73,56,6,0,6,0,2
694,2023-07-14,age,75,0,0,0,8,0,4
695,2023-07-14,age,76,147,34,0,0,0,0
696,2023-07-14,age,79,11,0,0,0,0,0
697,2023-07-14,age,84,35,9,0,0,0,0
698,2023-07-14,age,95,13,6,0,0,0,0
699,2023-07-15,os,Android,562679,124959,7785,8133,6224,6329
700,2023-07-15,os,iOS,300006,66986,5114,4766,3827,3722
701,2023-07-15,gender,0,389476,86674,5063,5537,4065,4317
702,2023-07-15,gender,1,473209,105271,7836,7362,5986,5734
703,2023-07-15,age,14,13556,2938,565,191,177,98
704,2023-07-15,age,15,27208,6092,133,321,125,235
705,2023-07-15,age,16,33019,7352,431,440,362,345
706,2023-07-15,age,17,42779,9530,683,656,564,628
707,2023-07-15,age,18,49206,10854,998,727,735,694
708,2023-07-15,age,19,50585,11502,1405,735,854,716
709,2023-07-15,age,20,54407,12008,849,890,822,867
710,2023-07-15,age,21,52016,11554,1166,947,959,927
711,2023-07-15,age,22,49299,10854,762,726,737,707
712,2023-07-15,age,23,44122,9791,624,603,599,588
713,2023-07-15,age,24,33839,7570,724,422,514,414
714,2023-07-15,age,25,31287,6945,767,489,574,475
715,2023-07-15,age,26,28315,6333,431,429,416,408
716,2023-07-15,age,27,24416,5400,253,303,251,293
717,2023-07-15,age,28,21454,4666,369,364,352,352
718,2023-07-15,age,29,22655,4998,337,343,313,329
719,2023-07-15,age,30,20079,4398,282,299,257,283
720,2023-07-15,age,31,19962,4476,234,308,223,286
721,2023-07-15,age,32,17983,3983,228,319,214,264
722,2023-07-15,age,33,19392,4303,218,284,191,140
723,2023-07-15,age,34,16758,3721,433,297,277,102
724,2023-07-15,age,35,16867,3809,75,258,71,82
725,2023-07-15,age,36,16221,3689,355,274,163,75
726,2023-07-15,age,37,14685,3328,104,236,77,77
727,2023-07-15,age,38,14775,3323,53,193,46,59
728,2023-07-15,age,39,12999,2890,42,162,27,53
729,2023-07-15,age,40,13001,2926,71,227,38,60
730,2023-07-15,age,41,10983,2398,12,179,12,57
731,2023-07-15,age,42,9766,2240,6,169,5,57
732,2023-07-15,age,43,9987,2168,5,128,5,44
733,2023-07-15,age,44,8789,2006,13,124,7,35
734,2023-07-15,age,45,6664,1475,1,150,1,45
735,2023-07-15,age,46,7038,1648,0,90,0,51
736,2023-07-15,age,47,5195,1101,1,32,1,8
737,2023-07-15,age,48,6040,1312,0,35,0,14
738,2023-07-15,age,49,5231,1233,0,58,0,22
739,2023-07-15,age,50,4596,1043,0,72,0,26
740,2023-07-15,age,51,4309,936,2,63,2,21
741,2023-07-15,age,52,3134,747,0,31,0,8
742,2023-07-15,age,53,3034,653,0,37,0,12
743,2023-07-15,age,54,2608,603,0,59,0,18
744,2023-07-15,age,55,2063,495,0,24,0,8
745,2023-07-15,age,56,1827,418,0,22,0,8
746,2023-07-15,age,57,1510,340,0,19,0,8
747,2023-07-15,age,58,1564,315,267,33,80,11
748,2023-07-15,age,59,1211,265,0,31,0,10
749,2023-07-15,age,60,1211,244,0,8,0,2
750,2023-07-15,age,61,303,61,0,12,0,4
751,2023-07-15,age,62,1020,220,0,18,0,5
752,2023-07-15,age,63,635,130,0,9,0,2
753,2023-07-15,age,64,518,108,0,35,0,10
754,2023-07-15,age,65,291,77,0,0,0,0
755,2023-07-15,age,66,391,76,0,1,0,1
756,2023-07-15,age,67,360,88,0,8,0,2
757,2023-07-15,age,68,167,39,0,0,0,0
758,2023-07-15,age,69,133,33,0,0,0,0
759,2023-07-15,age,70,315,50,0,0,0,0
760,2023-07-15,age,71,100,13,0,0,0,0
761,2023-07-15,age,72,161,36,0,0,0,0
762,2023-07-15,age,73,140,27,0,5,0,2
763,2023-07-15,age,74,198,52,0,0,0,0
764,2023-07-15,age,75,0,0,0,2,0,2
765,2023-07-15,age,76,71,13,0,0,0,0
766,2023-07-15,age,77,42,11,0,0,0,0
767,2023-07-15,age,78,0,0,0,2,0,1
768,2023-07-15,age,79,47,14,0,0,0,0
769,2023-07-15,age,84,148,24,0,0,0,0
770,2023-07-16,os,Android,501945,104538,8267,8358,6102,6201
771,2023-07-16,os,iOS,268581,56402,4634,4543,3655,3556
772,2023-07-16,gender,0,339587,71220,5270,5529,4145,4162
773,2023-07-16,gender,1,430939,89720,7631,7372,5612,5595
774,2023-07-16,age,14,10668,2102,84,210,76,82
775,2023-07-16,age,15,24897,5349,490,395,242,218
776,2023-07-16,age,16,31982,6678,714,546,485,485
777,2023-07-16,age,17,39820,8345,295,553,283,519
778,2023-07-16,age,18,42704,8928,464,677,437,652
779,2023-07-16,age,19,46948,9762,849,784,720,754
780,2023-07-16,age,20,47974,9843,1193,855,879,828
781,2023-07-16,age,21,49747,10446,1079,717,755,694
782,2023-07-16,age,22,42242,8769,916,781,868,751
783,2023-07-16,age,23,36783,7723,818,639,775,613
784,2023-07-16,age,24,31467,6610,513,497,489,485
785,2023-07-16,age,25,28997,6243,477,416,453,402
786,2023-07-16,age,26,25777,5331,658,378,467,363
787,2023-07-16,age,27,20524,4362,321,317,311,303
788,2023-07-16,age,28,18822,3931,325,307,311,298
789,2023-07-16,age,29,19389,3968,237,278,228,272
790,2023-07-16,age,30,19704,4025,333,358,298,338
791,2023-07-16,age,31,18591,3920,383,295,261,240
792,2023-07-16,age,32,17283,3603,401,324,313,262
793,2023-07-16,age,33,13664,2869,217,307,186,203
794,2023-07-16,age,34,15287,3222,117,303,102,99
795,2023-07-16,age,35,15275,3370,222,267,167,83
796,2023-07-16,age,36,14824,3163,363,311,178,83
797,2023-07-16,age,37,13006,2655,583,200,163,58
798,2023-07-16,age,38,13327,2756,51,251,43,76
799,2023-07-16,age,39,10538,2181,33,205,27,58
800,2023-07-16,age,40,8468,1715,47,240,23,74
801,2023-07-16,age,41,9071,1862,32,221,20,60
802,2023-07-16,age,42,9240,1918,192,149,88,49
803,2023-07-16,age,43,9030,1897,1,120,1,36
804,2023-07-16,age,44,8037,1649,2,165,2,37
805,2023-07-16,age,45,6255,1309,5,101,3,33
806,2023-07-16,age,46,6236,1327,0,42,0,23
807,2023-07-16,age,47,4705,958,0,102,0,34
808,2023-07-16,age,48,4633,959,0,68,0,24
809,2023-07-16,age,49,4767,994,0,30,0,10
810,2023-07-16,age,50,4746,933,0,64,0,19
811,2023-07-16,age,51,3874,827,0,60,0,18
812,2023-07-16,age,52,3750,790,0,23,0,9
813,2023-07-16,age,53,2740,553,0,40,0,20
814,2023-07-16,age,54,2105,411,0,18,0,8
815,2023-07-16,age,55,1895,412,0,29,0,10
816,2023-07-16,age,56,1755,395,0,35,0,10
817,2023-07-16,age,57,1441,313,486,16,103,6
818,2023-07-16,age,58,1562,358,0,22,0,6
819,2023-07-16,age,59,1155,221,0,26,0,6
820,2023-07-16,age,60,746,143,0,23,0,6
821,2023-07-16,age,61,597,133,0,33,0,6
822,2023-07-16,age,62,669,142,0,47,0,14
823,2023-07-16,age,63,524,96,0,20,0,6
824,2023-07-16,age,64,686,121,0,0,0,0
825,2023-07-16,age,65,287,69,0,0,0,0
826,2023-07-16,age,66,331,71,0,16,0,5
827,2023-07-16,age,67,334,84,0,0,0,0
828,2023-07-16,age,68,301,57,0,0,0,0
829,2023-07-16,age,70,19,4,0,1,0,1
830,2023-07-16,age,71,38,5,0,0,0,0
831,2023-07-16,age,72,90,15,0,7,0,2
832,2023-07-16,age,73,18,4,0,8,0,4
833,2023-07-16,age,74,52,9,0,0,0,0
834,2023-07-16,age,78,0,0,0,4,0,2
835,2023-07-16,age,84,129,32,0,0,0,0
836,2023-07-17,os,Android,429731,92622,8496,8327,6852,6804
837,2023-07-17,os,iOS,230569,50262,4403,4572,3705,3753
838,2023-07-17,gender,0,294418,64180,5714,5882,4772,4768
839,2023-07-17,gender,1,365882,78704,7185,7017,5785,5789
840,2023-07-17,age,14,9386,2001,131,145,101,79
841,2023-07-17,age,15,22654,4859,167,364,163,260
842,2023-07-17,age,16,27348,5998,412,431,328,350
843,2023-07-17,age,17,32332,6901,986,610,596,584
844,2023-07-17,age,18,36274,7802,839,806,703,785
845,2023-07-17,age,19,39842,8675,900,745,745,723
846,2023-07-17,age,20,41857,9062,961,977,935,956
847,2023-07-17,age,21,39376,8313,982,821,921,806
848,2023-07-17,age,22,35257,7728,789,749,768,734
849,2023-07-17,age,23,33558,7422,666,569,651,554
850,2023-07-17,age,24,27819,6084,424,397,411,391
851,2023-07-17,age,25,23465,5076,508,455,495,438
852,2023-07-17,age,26,21319,4504,373,343,367,337
853,2023-07-17,age,27,16629,3687,602,379,456,367
854,2023-07-17,age,28,17667,3873,397,397,385,391
855,2023-07-17,age,29,15934,3457,276,328,262,319
856,2023-07-17,age,30,15571,3485,306,371,289,355
857,2023-07-17,age,31,16443,3462,224,293,213,279
858,2023-07-17,age,32,15302,3235,701,276,403,235
859,2023-07-17,age,33,12407,2632,129,238,120,151
860,2023-07-17,age,34,14000,2978,162,306,155,151
861,2023-07-17,age,35,12732,2672,159,232,143,108
862,2023-07-17,age,36,12595,2677,387,215,189,92
863,2023-07-17,age,37,9596,2172,189,202,142,91
864,2023-07-17,age,38,10216,2254,122,288,91,118
865,2023-07-17,age,39,10596,2300,187,173,124,72
866,2023-07-17,age,40,9063,1948,51,176,38,84
867,2023-07-17,age,41,8756,1931,26,173,20,71
868,2023-07-17,age,42,8101,1792,15,147,12,72
869,2023-07-17,age,43,7858,1723,9,132,9,55
870,2023-07-17,age,44,5924,1328,167,164,66,61
871,2023-07-17,age,45,5201,1125,63,116,38,55
872,2023-07-17,age,46,6062,1295,285,155,90,110
873,2023-07-17,age,47,5008,1099,2,151,2,53
874,2023-07-17,age,48,3870,803,193,63,70,28
875,2023-07-17,age,49,3556,803,1,84,1,34
876,2023-07-17,age,50,3201,670,0,63,0,30
877,2023-07-17,age,51,3264,702,1,86,1,41
878,2023-07-17,age,52,2412,505,5,49,3,19
879,2023-07-17,age,53,2992,673,3,59,3,31
880,2023-07-17,age,54,2621,523,0,39,0,18
881,2023-07-17,age,55,1832,419,99,32,48,22
882,2023-07-17,age,56,1347,286,0,18,0,6
883,2023-07-17,age,57,1314,280,0,3,0,2
884,2023-07-17,age,58,1810,388,0,17,0,6
885,2023-07-17,age,59,592,127,0,7,0,4
886,2023-07-17,age,60,950,204,0,8,0,5
887,2023-07-17,age,61,263,58,0,12,0,3
888,2023-07-17,age,62,706,114,0,12,0,7
889,2023-07-17,age,63,598,148,0,2,0,2
890,2023-07-17,age,64,747,151,0,0,0,0
891,2023-07-17,age,65,675,160,0,4,0,2
892,2023-07-17,age,66,125,35,0,1,0,1
893,2023-07-17,age,67,212,38,0,10,0,6
894,2023-07-17,age,68,205,60,0,0,0,0
895,2023-07-17,age,69,60,12,0,0,0,0
896,2023-07-17,age,70,200,52,0,0,0,0
897,2023-07-17,age,71,95,28,0,5,0,2
898,2023-07-17,age,72,120,16,0,0,0,0
899,2023-07-17,age,73,10,2,0,0,0,0
900,2023-07-17,age,74,156,30,0,1,0,1
901,2023-07-17,age,75,85,16,0,0,0,0
902,2023-07-17,age,77,38,14,0,0,0,0
903,2023-07-17,age,79,61,10,0,0,0,0
904,2023-07-17,age,84,35,7,0,0,0,0
905,2023-07-18,os,Android,400665,80825,8760,8068,6514,6172
906,2023-07-18,os,iOS,216822,43669,4141,4833,3417,3759
907,2023-07-18,gender,0,277416,55547,6270,5874,4658,4434
908,2023-07-18,gender,1,340071,68947,6631,7027,5273,5497
909,2023-07-18,age,14,8169,1632,505,233,181,96
910,2023-07-18,age,15,18679,3682,226,347,183,197
911,2023-07-18,age,16,23628,4871,542,558,384,389
912,2023-07-18,age,17,28512,5629,383,575,353,546
913,2023-07-18,age,18,35158,7125,553,716,518,684
914,2023-07-18,age,19,36430,7503,1146,685,789,659
915,2023-07-18,age,20,38325,7763,1289,840,850,819
916,2023-07-18,age,21,37662,7607,881,807,846,785
917,2023-07-18,age,22,34673,6989,849,781,776,760
918,2023-07-18,age,23,30782,5987,824,585,735,567
919,2023-07-18,age,24,26247,5385,478,536,459,517
920,2023-07-18,age,25,21482,4380,535,450,504,443
921,2023-07-18,age,26,19580,3846,378,363,370,353
922,2023-07-18,age,27,16707,3312,367,391,361,379
923,2023-07-18,age,28,15334,3037,248,293,233,287
924,2023-07-18,age,29,17254,3479,378,433,336,408
925,2023-07-18,age,30,14435,2995,487,283,343,265
926,2023-07-18,age,31,14290,2896,491,347,341,325
927,2023-07-18,age,32,13622,2721,475,316,324,218
928,2023-07-18,age,33,13148,2690,197,235,177,150
929,2023-07-18,age,34,13239,2593,196,239,167,84
930,2023-07-18,age,35,12700,2569,52,156,50,52
931,2023-07-18,age,36,12430,2582,413,292,182,91
932,2023-07-18,age,37,11108,2221,76,243,71,81
933,2023-07-18,age,38,9994,1988,80,222,68,76
934,2023-07-18,age,39,9328,1876,19,157,18,53
935,2023-07-18,age,40,7846,1653,16,118,16,40
936,2023-07-18,age,41,7687,1519,27,148,20,46
937,2023-07-18,age,42,7014,1489,15,231,15,71
938,2023-07-18,age,43,7431,1450,22,154,16,49
939,2023-07-18,age,44,7437,1493,322,77,103,32
940,2023-07-18,age,45,5425,1136,227,123,64,39
941,2023-07-18,age,46,5835,1220,12,154,11,118
942,2023-07-18,age,47,4525,889,1,126,1,32
943,2023-07-18,age,48,3870,823,180,97,58,26
944,2023-07-18,age,49,3482,717,3,83,3,27
945,2023-07-18,age,50,3138,650,8,67,5,22
946,2023-07-18,age,51,2618,536,0,105,0,30
947,2023-07-18,age,52,2557,478,0,45,0,17
948,2023-07-18,age,53,2500,509,0,59,0,20
949,2023-07-18,age,54,1412,284,0,34,0,10
950,2023-07-18,age,55,1481,294,0,37,0,12
951,2023-07-18,age,56,1822,356,0,38,0,13
952,2023-07-18,age,57,1309,252,0,5,0,3
953,2023-07-18,age,58,1280,244,0,25,0,8
954,2023-07-18,age,59,948,161,0,20,0,8
955,2023-07-18,age,60,909,194,0,18,0,6
956,2023-07-18,age,61,343,62,0,28,0,8
957,2023-07-18,age,62,829,167,0,6,0,2
958,2023-07-18,age,63,549,112,0,0,0,0
959,2023-07-18,age,64,664,137,0,4,0,2
960,2023-07-18,age,65,311,50,0,0,0,0
961,2023-07-18,age,66,359,88,0,3,0,2
962,2023-07-18,age,67,208,38,0,0,0,0
963,2023-07-18,age,68,200,39,0,7,0,2
964,2023-07-18,age,69,14,5,0,0,0,0
965,2023-07-18,age,70,170,26,0,0,0,0
966,2023-07-18,age,71,0,0,0,6,0,2
967,2023-07-18,age,72,121,17,0,0,0,0
968,2023-07-18,age,73,66,9,0,0,0,0
969,2023-07-18,age,74,102,15,0,0,0,0
970,2023-07-18,age,76,43,8,0,0,0,0
971,2023-07-18,age,81,23,6,0,0,0,0
972,2023-07-18,age,92,12,3,0,0,0,0
973,2023-07-18,age,95,31,7,0,0,0,0
974,2023-07-19,os,Android,412371,83513,7890,8291,6339,6448
975,2023-07-19,os,iOS,223967,45372,5009,4608,3859,3750
976,2023-07-19,gender,0,291459,59488,4901,5451,4177,4299
977,2023-07-19,gender,1,344879,69397,7998,7448,6021,5899
978,2023-07-19,age,14,8311,1686,57,225,51,92
979,2023-07-19,age,15,21368,4308,224,428,201,280
980,2023-07-19,age,16,23440,4720,523,465,306,438
981,2023-07-19,age,17,30046,6161,863,614,593,577
982,2023-07-19,age,18,35341,7333,665,726,619,687
983,2023-07-19,age,19,41240,8178,627,799,600,778
984,2023-07-19,age,20,40426,8108,1098,861,837,842
985,2023-07-19,age,21,38105,7757,1491,784,994,766
986,2023-07-19,age,22,34747,6962,878,820,842,802
987,2023-07-19,age,23,32282,6584,1212,674,851,653
988,2023-07-19,age,24,25266,5118,401,347,390,339
989,2023-07-19,age,25,22716,4509,495,523,470,499
990,2023-07-19,age,26,19976,3989,858,487,648,476
991,2023-07-19,age,27,19526,4161,368,318,355,314
992,2023-07-19,age,28,18299,3791,240,245,235,238
993,2023-07-19,age,29,15323,3081,497,397,394,385
994,2023-07-19,age,30,16464,3284,441,312,313,297
995,2023-07-19,age,31,15326,3044,362,387,341,353
996,2023-07-19,age,32,14000,2757,417,262,246,202
997,2023-07-19,age,33,13267,2828,209,274,183,156
998,2023-07-19,age,34,13540,2631,232,332,196,125
999,2023-07-19,age,35,12630,2516,91,209,82,65
1000,2023-07-19,age,36,11013,2200,84,201,78,70
1001,2023-07-19,age,37,9624,1909,72,148,56,56
1002,2023-07-19,age,38,11368,2349,275,186,147,68
1003,2023-07-19,age,39,8304,1671,38,246,34,80
1004,2023-07-19,age,40,7293,1418,40,178,32,57
1005,2023-07-19,age,41,8077,1638,23,143,20,47
1006,2023-07-19,age,42,7279,1445,2,114,2,41
1007,2023-07-19,age,43,7619,1537,89,138,60,42
1008,2023-07-19,age,44,5250,1084,14,100,9,31
1009,2023-07-19,age,45,5635,1236,4,91,4,32
1010,2023-07-19,age,46,5447,1141,4,110,4,85
1011,2023-07-19,age,47,4387,913,1,119,1,32
1012,2023-07-19,age,48,4488,855,0,62,0,18
1013,2023-07-19,age,49,3394,753,0,97,0,28
1014,2023-07-19,age,50,3685,814,0,100,0,30
1015,2023-07-19,age,51,3386,648,2,87,2,24
1016,2023-07-19,age,52,3070,627,1,37,1,14
1017,2023-07-19,age,53,2055,387,1,18,1,7
1018,2023-07-19,age,54,2217,473,0,23,0,10
1019,2023-07-19,age,55,1507,345,0,53,0,17
1020,2023-07-19,age,56,1342,272,0,41,0,12
1021,2023-07-19,age,57,1164,203,0,6,0,2
1022,2023-07-19,age,58,907,195,0,23,0,7
1023,2023-07-19,age,59,978,181,0,20,0,5
1024,2023-07-19,age,60,838,170,0,21,0,6
1025,2023-07-19,age,61,538,113,0,0,0,0
1026,2023-07-19,age,62,796,157,0,29,0,8
1027,2023-07-19,age,63,524,95,0,14,0,2
1028,2023-07-19,age,64,399,94,0,0,0,0
1029,2023-07-19,age,65,549,116,0,0,0,0
1030,2023-07-19,age,66,375,68,0,1,0,1
1031,2023-07-19,age,67,133,35,0,4,0,2
1032,2023-07-19,age,68,283,69,0,0,0,0
1033,2023-07-19,age,69,97,26,0,0,0,0
1034,2023-07-19,age,70,200,54,0,0,0,0
1035,2023-07-19,age,71,104,20,0,0,0,0
1036,2023-07-19,age,72,36,10,0,0,0,0
1037,2023-07-19,age,74,38,6,0,0,0,0
1038,2023-07-19,age,76,83,7,0,0,0,0
1039,2023-07-19,age,77,109,20,0,0,0,0
1040,2023-07-19,age,79,86,18,0,0,0,0
1041,2023-07-19,age,86,22,7,0,0,0,0
1042,2023-07-20,os,Android,395677,78684,9174,8267,7148,6874
1043,2023-07-20,os,iOS,212662,42697,3726,4633,3519,3793
